date,callsource,nature,street
12/2/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/2/2023,SELF,TRAFFIC STOP,S SH 6
12/2/2023,PHONE,LOUD MUSIC NOISE,RIVERCREST DR
12/2/2023,SELF,TRAFFIC STOP,S SH 6
12/2/2023,PHONE,MINOR ACCIDENT,N SH 6
12/2/2023,SELF,TRAFFIC STOP,N SH 6
12/2/2023,PHONE,ALARM PANIC,TOWN CENTER DR
12/2/2023,SELF,TRAFFIC STOP,E US 90A
12/2/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD
12/2/2023,SELF,TRAFFIC STOP,N SH 6
12/2/2023,SELF,TRAFFIC STOP,N SH 6
12/2/2023,SELF,TRAFFIC STOP,FIRST COLONY BLVD
12/2/2023,SELF,TRAFFIC STOP,S SH 6
12/2/2023,SELF,ASSIST BY LAW,N SH 6
12/2/2023,SELF,TRAFFIC STOP,BROOKS ST
12/2/2023,PHONE,ALARM BURGLAR,FLUOR DANIEL DR
12/2/2023,SELF,TRAFFIC STOP,S SH 6
12/2/2023,PHONE,LOUD MUSIC NOISE,LONG REACH DR
12/2/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/2/2023,SELF,TRAFFIC STOP,S SH 6
12/2/2023,SELF,TRAFFIC STOP,S SH 6
12/2/2023,SELF,TRAFFIC STOP,S SH 6
12/2/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/2/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,PEPPER WOOD DR
12/2/2023,SELF,TRAFFIC STOP,S SH 6
12/2/2023,SELF,TRAFFIC STOP,N SH 6
12/2/2023,SELF,TRAFFIC STOP,JESS PIRTLE BLVD
12/2/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/2/2023,SELF,TRAFFIC STOP,S SH 6
12/2/2023,SELF,TRAFFIC STOP,BURNEY RD
12/2/2023,SELF,TRAFFIC STOP,BURNEY RD
12/2/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/2/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/2/2023,SELF,TRAFFIC STOP,W US 90A
12/2/2023,W911,LOUD MUSIC NOISE,CRANSTON CT
12/2/2023,SELF,TRAFFIC STOP,E US 90A
12/2/2023,SELF,TRAFFIC STOP,S STADIUM DR
12/2/2023,PHONE,RECKLESS DRIVER CONDUCT,FOREST RAIN DR/MAGNOLIA FOREST DR
12/2/2023,SELF,TRAFFIC STOP,W US 90A
12/2/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/2/2023,SELF,WELFARE CONCERN,FLUOR DANIEL DR/S SH 6
12/2/2023,PHONE,911 HANG UP,SUGAR PARK LN
12/2/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD
12/2/2023,SELF,TRAFFIC STOP,S SH 6
12/2/2023,SELF,TRAFFIC STOP,DULLES AVE
12/2/2023,SELF,TRAFFIC STOP,N SH 6
12/2/2023,SELF,TRAFFIC STOP,N SH 6 FRONTAGE RD
12/2/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD
12/2/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD TRAIL PKTR
12/2/2023,SELF,TRAFFIC STOP,S SH 6
12/2/2023,SELF,TRAFFIC STOP,W US 90A
12/2/2023,SELF,TRAFFIC STOP,S SH 6
12/2/2023,SELF,TRAFFIC STOP,S SH 6
12/2/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD
12/2/2023,SELF,ASSIST BY LAW,S SH 6/FIRST COLONY BLVD
12/2/2023,SELF,TRAFFIC STOP,BURNEY RD
12/2/2023,SELF,TRAFFIC STOP,PALM ROYALE BLVD
12/2/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD
12/2/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD
12/2/2023,SELF,TRAFFIC STOP,VOSS RD
12/2/2023,SELF,TRAFFIC STOP,N SH 6
12/2/2023,SELF,PRISONER PROCESS,S SH 6
12/2/2023,SELF,TRAFFIC STOP,S SH 6
12/2/2023,W911,911 HANG UP,KITCHEN HILL LN
12/2/2023,SELF,TRAFFIC STOP,S SH 6
12/3/2023,SELF,TRAFFIC STOP,S SH 6
12/3/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,FAIRACRES DR
12/3/2023,E911,SUSPICIOUS CIRC PERSON VEHICLE,RIVER CREEK WAY
12/3/2023,SELF,TRAFFIC STOP,S SH 6 FRONTAGE RD
12/3/2023,W911,WELFARE CONCERN,UNIVERSITY BLVD
12/3/2023,SELF,TRAFFIC STOP,N SH 6 FRONTAGE RD/W US 90A
12/3/2023,PHONE,FOLLOW UP,N SOUTHWEST FWY
12/3/2023,PHONE,LOUD MUSIC NOISE,LEXINGTON BLVD
12/3/2023,E911,911 HANG UP,E US 90A
12/3/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/3/2023,PHONE,FOLLOW UP,BONAVENTURE WAY
12/3/2023,W911,911 HANG UP,W US 90A
12/3/2023,SELF,TRAFFIC STOP,S SH 6
12/3/2023,SELF,TRAFFIC STOP,S SH 6 OFF RAMP
12/3/2023,SELF,TRAFFIC STOP,W US 90A
12/3/2023,PHONE,911 HANG UP,REBEL RIDGE DR
12/3/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/3/2023,PHONE,WELFARE CONCERN,AMESBURY LN
12/3/2023,PHONE,BURGLARY,S SOUTHWEST FWY
12/3/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,N SH 6
12/3/2023,SELF,TRAFFIC STOP,W US 90A
12/3/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD/W US 90A
12/3/2023,SELF,TRAFFIC STOP,E US 90A
12/3/2023,PHONE,DISTURBANCE,BIG HORN CT
12/3/2023,PHONE,MINOR ACCIDENT,WILLIAMS TRACE BLVD
12/3/2023,SELF,DISABLED VEHICLE,S MAIN ST
12/3/2023,W911,BURGLARY,TOWN CENTER DR
12/3/2023,PHONE,BURGLARY,S SOUTHWEST FWY
12/3/2023,PHONE,WELFARE CONCERN,ST THERESA BLVD
12/3/2023,SELF,TRAFFIC STOP,S US 59
12/3/2023,SELF,TRAFFIC STOP,W US 90A
12/3/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/3/2023,W911,BURGLARY,LEXINGTON BLVD
12/3/2023,W911,911 HANG UP,DEERBROOK DR
12/3/2023,SELF,TRAFFIC STOP,E US 90A
12/3/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,S US 59
12/3/2023,PHONE,VIOLATION CITY ORDINANCE,DAIRY ASHFORD RD
12/3/2023,PHONE,ASSIST BY LAW,N SOUTHWEST FWY
12/3/2023,SELF,TRAFFIC STOP,N SH 6
12/3/2023,SELF,TRAFFIC STOP,E US 90A
12/3/2023,E911,911 HANG UP,N SOUTHWEST FWY
12/3/2023,SELF,TRAFFIC STOP,N SH 6
12/3/2023,SELF,TRAFFIC STOP,N US 59
12/3/2023,W911,911 HANG UP,GRANTS LAKE BLVD
12/3/2023,PHONE,PARKING VIOLATION,SWEETWATER BLVD
12/3/2023,SELF,TRAFFIC STOP,S US 59
12/3/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD
12/3/2023,SELF,ACCIDENT MAJOR,UNIVERSITY BLVD/CHATHAM AVE
12/3/2023,SELF,TRAFFIC STOP,N GRAND PKWY
12/3/2023,SELF,TRAFFIC STOP,HOMEWARD WAY
12/3/2023,SELF,TRAFFIC STOP,S GRAND PKWY
12/3/2023,PHONE,FOLLOW UP,S SOUTHWEST FWY
12/3/2023,PHONE,ACCIDENT MAJOR,S SH 6
12/3/2023,W911,911 HANG UP,GREYWOOD DR/RAVENSCOURT DR
12/3/2023,W911,DISTURBANCE,LYNDHURST PL
12/3/2023,PHONE,WELFARE CONCERN,KENSINGTON DR/N SH 6
12/3/2023,SELF,TRAFFIC STOP,CORDES DR
12/3/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,S SH 6
12/3/2023,PHONE,MINOR ACCIDENT,LAKE POINTE PKWY/S SOUTHWEST FWY
12/3/2023,SELF,TRAFFIC HAZ PROB DIRECT RELAT,S US 59
12/3/2023,PHONE,WELFARE CONCERN,ARCHER MEADOW LN
12/3/2023,W911,911 HANG UP,CRESTWOOD CIR
12/3/2023,W911,THEFT,S SOUTHWEST FWY
12/3/2023,PHONE,ASSAULT,EMILY CT
12/3/2023,W911,TRAFFIC HAZ PROB DIRECT RELAT,N US 59
12/3/2023,SELF,TRAFFIC STOP,COTESWORTH AVE
12/3/2023,PHONE,THEFT,S SOUTHWEST FWY
12/3/2023,WALK,FRAUD,RIVER BIRCH DR
12/3/2023,PHONE,RECKLESS DRIVER CONDUCT,S US 59
12/3/2023,PHONE,DEATH INVESTIGATION,LEXINGTON BLVD
12/3/2023,W911,SUSPICIOUS CIRC PERSON VEHICLE,S SOUTHWEST FWY
12/3/2023,PHONE,WELFARE CONCERN,N SH 6
12/3/2023,SELF,TRAFFIC STOP,S SH 6
12/3/2023,W911,911 HANG UP,N SH 6
12/3/2023,W911,MINOR ACCIDENT,ELDRIDGE RD
12/3/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/3/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/3/2023,WALK,PROPERTY LOST RECOVERED,SWEETWATER BLVD
12/3/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/3/2023,PHONE,WELFARE CONCERN,DULLES AVE/AVENUE E
12/3/2023,SELF,TRAFFIC STOP,DULLES AVE
12/3/2023,PHONE,PARKING VIOLATION,N TOWN CENTER BLVD
12/3/2023,PHONE,THEFT,W AIRPORT BLVD
12/3/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/3/2023,PHONE,RECKLESS DRIVER CONDUCT,RIVER FALLS DR/WIMBERLY CANYON DR
12/3/2023,SELF,TRAFFIC STOP,N SH 6
12/3/2023,W911,THEFT,UNIVERSITY BLVD
12/3/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,FAIRACRES DR
12/3/2023,PHONE,MINOR ACCIDENT,LEXINGTON BLVD/WILLIAMS TRACE BLVD
12/3/2023,SELF,TRAFFIC STOP,N SH 6
12/3/2023,PHONE,ASSIST CITIZEN,BRANFORD PL
12/3/2023,SELF,TRAFFIC STOP,N SH 6
12/3/2023,SELF,TRAFFIC STOP,FIRST COLONY BLVD
12/3/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/3/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/3/2023,PHONE,THEFT,AVENUE F
12/3/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/3/2023,PHONE,ASSIST CITIZEN,NANTUCKET DR
12/3/2023,SELF,TRAFFIC STOP,N SH 6
12/3/2023,PHONE,DISTURBANCE,EDINBURGH CT
12/3/2023,W911,911 HANG UP,S SOUTHWEST FWY
12/3/2023,W911,ASSIST CITIZEN,FIRST COLONY BLVD
12/3/2023,W911,911 HANG UP,S SOUTHWEST FWY
12/3/2023,SELF,TRAFFIC STOP,AUSTIN PKWY
12/3/2023,W911,ACCIDENT MAJOR,S SH 6
12/3/2023,W911,911 HANG UP,COLES FARM DR
12/3/2023,E911,911 HANG UP,CREEK BEND DR
12/3/2023,PHONE,MINOR ACCIDENT,CARTWRIGHT RD
12/3/2023,W911,RECKLESS DRIVER CONDUCT,SWEETWATER BLVD/ELKINS RD
12/3/2023,W911,TRAFFIC HAZ PROB DIRECT RELAT,LEXINGTON BLVD/UNIVERSITY BLVD
12/3/2023,SELF,ASSIST BY LAW,S SH 6
12/3/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD
12/3/2023,PHONE,FOLLOW UP,PINECROFT DR
12/3/2023,W911,WELFARE CONCERN,N US 59
12/3/2023,W911,RECKLESS DRIVER CONDUCT,S US 59
12/3/2023,PHONE,DISABLED VEHICLE,N US 59
12/3/2023,W911,ACCIDENT MAJOR,N SH 6
12/3/2023,PHONE,THEFT,SILAS CREEK CT
12/3/2023,SELF,DISABLED VEHICLE,S US 59
12/3/2023,W911,911 HANG UP,LEXINGTON BLVD
12/3/2023,SELF,TRAFFIC STOP,S US 59 OFF RAMP
12/3/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/3/2023,PHONE,ALARM BURGLAR,E US 90A
12/3/2023,PHONE,RECKLESS DRIVER CONDUCT,S US 59
12/3/2023,SELF,TRAFFIC STOP,S MAIN ST
12/3/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/3/2023,SELF,TRAFFIC STOP,DULLES AVE
12/3/2023,PHONE,LOUD MUSIC NOISE,NEW TERRITORY BLVD
12/3/2023,SELF,TRAFFIC STOP,S SH 6
12/3/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/3/2023,PHONE,RECKLESS DRIVER CONDUCT,DAIRY ASHFORD RD/W AIRPORT BLVD
12/3/2023,PHONE,MINOR ACCIDENT,RIVERCREST DR
12/3/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/3/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,GREATWOOD LAKE DR/FORESTLAKE DR
12/3/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/3/2023,SELF,TRAFFIC STOP,AUSTIN PKWY
12/3/2023,PHONE,FOLLOW UP,SILAS CREEK CT
12/3/2023,PHONE,DISABLED VEHICLE,N SOUTHWEST FWY/E US 90A
12/3/2023,SELF,TRAFFIC STOP,PALM ROYALE BLVD
12/3/2023,PHONE,MENTAL HEALTH CONCERN,LAKE POINTE PKWY
12/3/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,OYSTER CREEK DR
12/3/2023,PHONE,ALARM BURGLAR,SOUTHWEST FWY
12/3/2023,PHONE,TRESPASS,INDUSTRIAL BLVD
12/3/2023,SELF,TRAFFIC STOP,DULLES AVE
12/4/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/4/2023,PHONE,ALARM BURGLAR,S SOUTHWEST FWY
12/4/2023,SELF,TRAFFIC STOP,DULLES AVE
12/4/2023,SELF,TRAFFIC STOP,S SH 6
12/4/2023,SELF,TRAFFIC STOP,WESCOTT AVE
12/4/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD/EDGEWATER DR
12/4/2023,SELF,TRAFFIC STOP,DULLES AVE/S SH 6
12/4/2023,SELF,DISABLED VEHICLE,S SH 6/FIRST COLONY BLVD
12/4/2023,PHONE,ALARM BURGLAR,N SH 6
12/4/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,N SH 6
12/4/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,LEXINGTON BLVD
12/4/2023,SELF,TRAFFIC STOP,N SH 6
12/4/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,LAKE TRAIL DR
12/4/2023,SELF,TRAFFIC STOP,W US 90A/ELDRIDGE RD
12/4/2023,PHONE,ALARM BURGLAR,N SH 6
12/4/2023,PHONE,ALARM BURGLAR,LEXINGTON BLVD
12/4/2023,SELF,DISABLED VEHICLE,S US 59
12/4/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,KENSINGTON DR
12/4/2023,PHONE,ALARM BURGLAR,N SOUTHWEST FWY
12/4/2023,SELF,TRAFFIC STOP,E MALL ACCESS RD
12/4/2023,PHONE,DEATH INVESTIGATION,LAKEVIEW DR
12/4/2023,W911,911 HANG UP,MORNINGSTAR DR
12/4/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,BOUNTIFUL CREST LN
12/4/2023,PHONE,WELFARE CONCERN,MERRIWEATHER ST
12/4/2023,PHONE,BURGLARY,IMPERIAL BLVD
12/4/2023,W911,911 HANG UP,DEER RUN BEND
12/4/2023,PHONE,DISABLED VEHICLE,N US 59
12/4/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,ELDRIDGE RD/W US 90A
12/4/2023,SELF,TRAFFIC STOP,N SH 6
12/4/2023,PHONE,MENTAL HEALTH CONCERN,LAKE POINTE PKWY
12/4/2023,SELF,DISABLED VEHICLE,W US 90A
12/4/2023,PHONE,VIOLATION CITY ORDINANCE,CANNONS POINT DR
12/4/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/4/2023,PHONE,ASSIST BY LAW,BLACK CANYON CT
12/4/2023,PHONE,ASSIST CITIZEN,KING ST
12/4/2023,PHONE,PARKING VIOLATION,OXBOW DR/HOLLYBERRY LN
12/4/2023,PHONE,ALARM BURGLAR,S TOWN CENTER BLVD
12/4/2023,PHONE,WELFARE CONCERN,GRANTS LAKE BLVD
12/4/2023,PHONE,ASSIST CITIZEN,OXBOW DR/HOLLYBERRY LN
12/4/2023,PHONE,ALARM BURGLAR,REBEL RIDGE DR
12/4/2023,PHONE,ASSIST CITIZEN,RAINTREE
12/4/2023,PHONE,ALARM BURGLAR,AUBURN PATH
12/4/2023,SELF,TRAFFIC STOP,N US 59
12/4/2023,PHONE,MINOR ACCIDENT,UNIVERSITY BLVD
12/4/2023,SELF,FRAUD,BAY BRIDGE DR
12/4/2023,SELF,TRAFFIC STOP,RIVER FALLS DR
12/4/2023,PHONE,ALARM PANIC,UNIVERSITY BLVD
12/4/2023,PHONE,THEFT,LAKE POINTE PKWY
12/4/2023,PHONE,ASSIST CITIZEN,SOLDIERS FIELD DR
12/4/2023,PHONE,MINOR ACCIDENT,S GRAND PKWY
12/4/2023,PHONE,ACCIDENT MAJOR,UNIVERSITY BLVD
12/4/2023,PHONE,ALARM BURGLAR,S SOUTHWEST FWY
12/4/2023,PHONE,ASSIST CITIZEN,STEAMBOAT RUN
12/4/2023,WALK,ID THEFT,GLEN HEATHER CT
12/4/2023,PHONE,LOST MISSING RECOVERED ABDUCTD,S SH 6
12/4/2023,SELF,FOLLOW UP,UNIVERSITY BLVD
12/4/2023,WALK,THREAT TERRORISTIC,SCARLET MAPLE DR
12/4/2023,PHONE,ASSIST CITIZEN,LAZY BROOK DR
12/4/2023,PHONE,ALARM BURGLAR,LONG REACH DR
12/4/2023,SELF,TRAFFIC STOP,S US 59
12/4/2023,PHONE,ALARM BURGLAR,FOREST GATE CIR
12/4/2023,PHONE,ALARM BURGLAR,CLANSMOOR CT
12/4/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD/COLES FARM DR
12/4/2023,PHONE,FRAUD,DRAKEWOOD DR
12/4/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY/N BRAZOS RIVER TURNAROUND
12/4/2023,PHONE,ASSIST BY LAW,N SH 6
12/4/2023,SELF,TRAFFIC STOP,DULLES AVE
12/4/2023,SELF,TRAFFIC STOP,E US 90A
12/4/2023,SELF,TRAFFIC STOP,DULLES AVE
12/4/2023,PHONE,DISTURBANCE,EMILY CT
12/4/2023,PHONE,DISTURBANCE,S SH 6
12/4/2023,PHONE,ASSIST CITIZEN,BRAMBLEBURY DR
12/4/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/4/2023,PHONE,ALARM BURGLAR,RIVERCOACH LN
12/4/2023,SELF,TRAFFIC STOP,DULLES AVE/THREE RIVERS DR
12/4/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,WOODSTREAM BLVD
12/4/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,W US 90A/N SOUTHWEST FWY
12/4/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/4/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,MUIRWOOD LN
12/4/2023,PHONE,MENTAL HEALTH CONCERN,LAKE POINTE PKWY
12/4/2023,W911,MINOR ACCIDENT,S SH 6 FRONTAGE RD
12/4/2023,PHONE,ALARM BURGLAR,EDENFIELD LN
12/4/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/4/2023,SELF,TRAFFIC STOP,FIRST COLONY BLVD
12/4/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD
12/4/2023,PHONE,ALARM BURGLAR,FLUOR DANIEL DR
12/4/2023,PHONE,ASSIST CITIZEN,CITY WALK
12/4/2023,SELF,TRAFFIC STOP,E US 90A
12/4/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/4/2023,SELF,TRAFFIC STOP,W US 90A
12/4/2023,W911,911 HANG UP,S GRAND PKWY
12/4/2023,PHONE,ALARM BURGLAR,HIGH MEADOWS DR
12/4/2023,SELF,TRAFFIC STOP,SUGAR LAKES DR
12/4/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/4/2023,SELF,TRAFFIC STOP,BROOKS ST
12/4/2023,PHONE,ALARM BURGLAR,KEMPNER ST
12/4/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD
12/4/2023,PHONE,ALARM HOLD UP,PETTIGREW DR
12/4/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/4/2023,PHONE,BURGLARY,GRANTS LAKE BLVD
12/4/2023,PHONE,MINOR ACCIDENT,MESQUITE DR
12/4/2023,PHONE,RECKLESS DRIVER CONDUCT,WILLIAMS TRACE BLVD/S SH 6
12/4/2023,PHONE,FOLLOW UP,N SOUTHWEST FWY
12/4/2023,PHONE,ALARM BURGLAR,N MEDIO RIVER CIR
12/4/2023,PHONE,PARKING VIOLATION,LONG LEAF DR
12/4/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,N US 59
12/4/2023,PHONE,911 HANG UP,AEGEAN TR
12/4/2023,PHONE,MINOR ACCIDENT,UNIVERSITY BLVD/S SH 6 FRONTAGE RD
12/4/2023,PHONE,THEFT,RIVER BIRCH DR
12/4/2023,PHONE,LOUD MUSIC NOISE,LIVELY LN
12/4/2023,SELF,TRAFFIC STOP,S US 59
12/4/2023,SELF,VIOLATION CITY ORDINANCE,N MEDIO RIVER CIR
12/4/2023,SELF,FRAUD,THUNDER LAKE LN
12/4/2023,SELF,TRAFFIC STOP,EASTON AVE/W US 90A
12/4/2023,PHONE,WELFARE CONCERN,S SH 6
12/4/2023,PHONE,THEFT,N SH 6
12/4/2023,PHONE,911 HANG UP,LONG REACH DR
12/4/2023,PHONE,RECKLESS DRIVER CONDUCT,E US 90A/EASTON AVE
12/4/2023,PHONE,WELFARE CONCERN,AUSTIN PKWY
12/4/2023,PHONE,ASSIST BY LAW,MESA CROSSING LN
12/4/2023,PHONE,ASSIST BY LAW,S SOUTHWEST FWY/WILLIAMS WAY BLVD
12/4/2023,SELF,TRAFFIC STOP,N GRAND TLWY
12/4/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/4/2023,PHONE,MINOR ACCIDENT,N SH 6/IMPERIAL BLVD
12/4/2023,PHONE,ABANDONED VEHICLE,FOX BRIAR LN
12/4/2023,W911,MINOR ACCIDENT,UNIVERSITY BLVD
12/4/2023,W911,MINOR ACCIDENT,N SH 6/N SOUTHWEST FWY
12/4/2023,PHONE,WELFARE CONCERN,ASPEN COVE CT
12/4/2023,PHONE,WELFARE CONCERN,E AVENUE E/DULLES AVE
12/4/2023,PHONE,MENTAL HEALTH CONCERN,N SOUTHWEST FWY
12/4/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/4/2023,PHONE,MINOR ACCIDENT,COTESWORTH AVE/UNIVERSITY BLVD
12/4/2023,WALK,ID THEFT,DARTMOOR ST
12/4/2023,WALK,ID THEFT,EMERSON LN
12/4/2023,PHONE,DISTURBANCE,W AIRPORT BLVD
12/4/2023,PHONE,PARKING VIOLATION,S SOUTHWEST FWY
12/4/2023,PHONE,911 HANG UP,INDUSTRIAL BLVD
12/4/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,HUNTLEIGH WAY
12/4/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,S SOUTHWEST FWY
12/4/2023,WALK,PROPERTY LOST RECOVERED,BRENTWOOD CT
12/4/2023,SELF,TRAFFIC STOP,DULLES AVE
12/4/2023,SELF,ID THEFT,S SH 6
12/4/2023,PHONE,ALARM BURGLAR,OLD MASTERS DR
12/4/2023,SELF,TRAFFIC STOP,W US 90A
12/4/2023,PHONE,THEFT,GREATWOOD PKWY
12/4/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/4/2023,PHONE,FOLLOW UP,UNIVERSITY BLVD
12/4/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD
12/4/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,WILLIAMS GRANT ST
12/4/2023,W911,RECKLESS DRIVER CONDUCT,N SOUTHWEST FWY/N CRABB RIVER RD
12/4/2023,PHONE,ASSIST CITIZEN,FERRY LANDING
12/4/2023,PHONE,ASSAULT,S SOUTHWEST FWY
12/4/2023,W911,911 HANG UP,NEW TERRITORY BLVD
12/4/2023,W911,DISABLED VEHICLE,N SOUTHWEST FWY
12/4/2023,PHONE,DISTURBANCE,W AIRPORT BLVD
12/4/2023,PHONE,VIOLATION CITY ORDINANCE,NEW TERRITORY BLVD
12/4/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/4/2023,W911,THEFT,N SOUTHWEST FWY
12/4/2023,SELF,TRAFFIC STOP,COLONY LAKES DR
12/4/2023,SELF,TRAFFIC STOP,S SH 6/N SOUTHWEST FWY
12/4/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/4/2023,PHONE,ASSIST BY LAW,N SOUTHWEST FWY
12/4/2023,PHONE,VIOLATION CITY ORDINANCE,RAIN FALL
12/4/2023,E911,BURGLARY,N TOWN CENTER BLVD
12/4/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,QUIET CREEK CT
12/4/2023,PHONE,ALARM BURGLAR,WILLIAMS TRACE BLVD
12/4/2023,PHONE,MENTAL HEALTH CONCERN,N SH 6
12/4/2023,PHONE,WELFARE CONCERN,W US 90A/DAIRY ASHFORD RD
12/4/2023,SELF,TRAFFIC STOP,N SH 6
12/4/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/4/2023,SELF,TRAFFIC STOP,S SH 6
12/4/2023,SELF,TRAFFIC STOP,N US 59
12/4/2023,SELF,TRAFFIC STOP,S GRAND PKWY
12/4/2023,SELF,TRAFFIC STOP,N US 59
12/4/2023,SELF,TRAFFIC STOP,E US 90A
12/4/2023,SELF,TRAFFIC STOP,S SH 6
12/4/2023,SELF,TRAFFIC STOP,E US 90A
12/4/2023,SELF,DISABLED VEHICLE,UNIVERSITY BLVD/MAGNOLIA AVE
12/4/2023,PHONE,ALARM BURGLAR,N CRABB RIVER RD
12/4/2023,PHONE,LOUD MUSIC NOISE,DULLES AVE
12/4/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/4/2023,SELF,TRAFFIC STOP,E US 90A/BAYVIEW DR
12/4/2023,SELF,WELFARE CONCERN,E US 90A
12/4/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/4/2023,SELF,TRAFFIC STOP,S SH 6
12/4/2023,PHONE,ALARM BURGLAR,HARBORTOWN DR
12/4/2023,W911,ACCIDENT MAJOR,S SH 6/FLUOR DANIEL DR
12/4/2023,W911,MENTAL HEALTH CONCERN,WALSTON BEND DR
12/4/2023,SELF,TRAFFIC STOP,E US 90A/LOMBARDY DR
12/4/2023,PHONE,LOUD MUSIC NOISE,STADIUM DR
12/4/2023,PHONE,ALARM BURGLAR,N SH 6
12/4/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,LOST CREEK BLVD
12/4/2023,SELF,TRAFFIC STOP,E US 90A
12/5/2023,SELF,TRAFFIC STOP,S CRABB RIVER RD
12/5/2023,PHONE,ALARM BURGLAR,S SOUTHWEST FWY
12/5/2023,W911,911 HANG UP,WOODLEY BEND
12/5/2023,W911,LOST MISSING RECOVERED ABDUCTD,WAYBRIDGE
12/5/2023,PHONE,ALARM BURGLAR,N GRAND PKWY
